institution,academic_year,programme,established,graduate,registered,enrolled,active
University of West Attica,2023-2024,Naval Architects,24/11/1973,10,285,0,0
University of West Attica,2023-2024,Nursing,24/11/1983,2,167,0,1
University of West Attica,2023-2024,Dental Technology,27/11/1983,4,137,0,3
University of West Attica,2023-2024,Oenology and Beverage Technology,24/11/1983,8,209,0,0
University of West Attica,2023-2024,Optics and Optometry,24/11/1983,2,89,0,1
University of West Attica,2023-2024,Civil Engineering,24/11/1983,1,253,0,1
University of West Attica,2023-2024,Civil Engineering,14/09/2009,14,930,0,1
University of West Attica,2023-2024,Preschool Education,24/11/1983,1,55,0,0
University of West Attica,2023-2024,Conservation of Antiquities and Works of Art,24/11/1983,4,70,0,0
University of West Attica,2023-2024,Graphic Arts Technology,24/11/1983,6,148,0,0
University of West Attica,2023-2024,Food Technology,07/03/1983,6,384,0,1
University of West Attica,2023-2024,Physiotherapy,24/11/1983,4,110,0,0
University of West Attica,2023-2024,Photography and Audiovisual Arts,01/10/1985,12,246,0,1
University of Western Macedonia,2023-2024,Agriculture,07/05/2019,2,565,74,564
University of Western Macedonia,2023-2024,International and European Economic Studies,07/05/2019,156,942,193,942
University of Western Macedonia,2023-2024,Management Science and Technology,07/05/2019,125,2700,298,1006
University of Western Macedonia,2023-2024,Fine and Applied Arts,31/08/2006,65,540,73,422
University of Western Macedonia,2023-2024,Communication and Digital Media,07/05/2019,63,805,222,804
University of Western Macedonia,2023-2024,Occupational Therapy,07/05/2019,49,326,92,326
University of Western Macedonia,2023-2024,Electrical and Computer Engineering,02/08/2005,82,748,193,535
University of Western Macedonia,2023-2024,Accounting and Finance,07/05/2019,59,1955,182,979
University of Western Macedonia,2023-2024,Mathematics,07/05/2019,8,157,20,157
University of Western Macedonia,2023-2024,Midwifery,07/05/2019,156,471,203,468
University of Western Macedonia,2023-2024,Mineral Resources Engineering,07/05/2019,4,354,21,354
University of Western Macedonia,2023-2024,Product and Systems Design Engineering,07/05/2019,6,779,189,779
University of Western Macedonia,2023-2024,Mechanical Engineering,06/09/1999,56,590,190,504
University of Western Macedonia,2023-2024,Economic Sciences,07/05/2019,20,370,129,368
University of Western Macedonia,2023-2024,Business Administration,07/05/2019,30,536,145,536
University of Western Macedonia,2023-2024,Primary Education Pedagogy,10/10/1989,120,720,257,629
University of Western Macedonia,2023-2024,Kindergarten Pedagogy,02/04/1993,128,745,277,674
University of Western Macedonia,2023-2024,Regional and Cross-Border Development,07/05/2019,37,439,43,439
University of Western Macedonia,2023-2024,Informatics,07/05/2019,11,803,231,803
University of Western Macedonia,2023-2024,Statistics and Insurance Science,07/05/2019,39,546,142,546
University of Western Macedonia,2023-2024,Chemical Engineering,07/05/2019,41,223,36,209
University of Western Macedonia,2023-2024,Psychology,07/05/2019,89,537,175,537
University of Western Macedonia,2023-2024,Industrial Design,12/01/1996,88,1559,0,111
University of Western Macedonia,2023-2024,International Trade,23/05/1995,18,1314,0,51
University of Western Macedonia,2023-2024,Business Administration,05/06/2013,98,1580,0,116
University of Western Macedonia,2023-2024,Business Administration,05/06/2013,120,2725,0,1101
University of Western Macedonia,2023-2024,Electrical Engineering,14/10/1976,75,2195,0,295
University of Western Macedonia,2023-2024,Accounting and Finance,07/05/2019,244,3027,0,547
University of Western Macedonia,2023-2024,Midwifery,12/03/2009,13,59,0,32
University of Western Macedonia,2023-2024,Anti-Pollution Engineering,06/09/1999,31,1814,0,401
University of Western Macedonia,2023-2024,Geoenvironmental Technology Engineering,05/06/2013,43,1297,0,84
University of Western Macedonia,2023-2024,Informatics Engineering,07/05/2019,65,1051,0,106
University of Western Macedonia,2023-2024,Mechanical Engineering,24/11/1983,113,1370,0,253
University of Western Macedonia,2023-2024,Agricultural Technologists,05/06/2013,118,3125,0,108
University of Western Macedonia,2023-2024,Digital Media and Communication,06/09/1999,109,2074,0,108
University of Thessaly,2023-2024,Architectural Engineering,06/09/1999,77,943,125,807
University of Thessaly,2023-2024,Biochemistry and Biotechnology,10/03/2000,67,720,133,461
University of Thessaly,2023-2024,Agriculture - Agricultural Technology,29/01/2019,44,509,112,509
University of Thessaly,2023-2024,"Agriculture, Fisheries and Aquatic Environment",05/07/2001,58,682,77,470
University of Thessaly,2023-2024,"Agriculture, Plant Production and Agricultural Environment",05/07/2001,86,884,124,666
University of Thessaly,2023-2024,Linguistic and Cross-Cultural Studies,29/01/2019,56,366,106,366
University of Thessaly,2023-2024,"Forestry, Wood Sciences and Design",29/01/2019,9,803,203,803
University of Thessaly,2023-2024,Public and Unified Health,29/01/2019,62,285,89,285
University of Thessaly,2023-2024,Dietology and Nutrition Science,29/01/2019,73,447,125,447
University of Thessaly,2023-2024,Business Administration,19/04/2019,109,1131,260,1126
University of Thessaly,2023-2024,Animal Production Science,29/01/2019,7,285,44,285
University of Thessaly,2023-2024,Food Science and Nutrition,29/01/2019,51,399,96,399
University of Thessaly,2023-2024,Physical Education and Sports Science,20/03/1984,192,1036,209,685
University of Thessaly,2023-2024,Electrical and Computer Engineering,10/03/2000,97,1380,187,921
University of Thessaly,2023-2024,Medicine,31/05/1985,117,705,113,601
University of Thessaly,2023-2024,"History, Archaeology and Social Anthropology",28/04/1993,105,802,117,492
University of Thessaly,2023-2024,Veterinary Medicine,28/04/1993,62,476,88,411
University of Thessaly,2023-2024,Accounting and Finance,19/04/2019,94,903,223,897
University of Thessaly,2023-2024,Mathematics,29/01/2019,26,228,42,228
University of Thessaly,2023-2024,"Spatial Planning, Urban Planning and Regional Development Engineering",20/03/1984,39,484,41,310
University of Thessaly,2023-2024,Mechanical Engineering,31/05/1985,60,889,107,665
University of Thessaly,2023-2024,Nursing,29/01/2019,184,480,176,480
University of Thessaly,2023-2024,Economic Sciences,06/09/1999,220,1523,240,1077
University of Thessaly,2023-2024,Primary Education Pedagogy,31/05/1985,206,767,197,602
University of Thessaly,2023-2024,Special Education Pedagogy,28/04/1993,136,597,147,464
University of Thessaly,2023-2024,Preschool Education Pedagogy,20/03/1984,179,857,199,678
University of Thessaly,2023-2024,Environment,29/01/2019,45,396,105,396
University of Thessaly,2023-2024,Informatics and Telecommunications,05/06/2013,74,1051,167,790
University of Thessaly,2023-2024,Informatics with Applications in Biomedicine,02/03/2004,84,1123,177,785
University of Thessaly,2023-2024,Civil Engineering,28/04/1993,93,689,106,526
University of Thessaly,2023-2024,Culture and Creative Media and Industries,29/01/2019,22,374,106,374
University of Thessaly,2023-2024,Energy Systems,29/01/2019,21,325,25,324
University of Thessaly,2023-2024,Physics,29/01/2019,12,204,39,204
University of Thessaly,2023-2024,Physiotherapy,29/01/2019,93,406,113,406
University of Thessaly,2023-2024,Digital Systems,29/01/2019,59,1332,328,1332
University of Thessaly,2023-2024,Forestry and Natural Environment Management,23/06/2005,15,409,0,49
University of Thessaly,2023-2024,Nutrition and Dietetics,03/10/2009,18,202,0,16
University of Thessaly,2023-2024,Business Administration,03/06/2013,75,1505,0,83
University of Thessaly,2023-2024,Electrical Engineering,24/11/1983,46,831,0,42
University of Thessaly,2023-2024,Electronic Engineering,22/08/1994,55,1014,0,75
University of Thessaly,2023-2024,Medical Laboratories,24/11/1983,15,436,0,27
University of Thessaly,2023-2024,Accounting and Finance,01/09/2013,54,970,0,83
University of Thessaly,2023-2024,Informatics Engineering,01/09/2013,120,1612,0,178
University of Thessaly,2023-2024,Informatics Engineering,01/09/2000,81,1363,0,72
University of Thessaly,2023-2024,Mechanical Engineering,24/11/1983,48,944,0,51
University of Thessaly,2023-2024,Nursing,24/11/1983,11,346,0,28
University of Thessaly,2023-2024,Nursing,22/10/1994,10,610,0,32
University of Thessaly,2023-2024,Civil Engineering,27/11/1985,39,1161,0,35
University of Thessaly,2023-2024,Civil Engineering,01/09/2013,15,219,0,22
University of Thessaly,2023-2024,Wood and Furniture Design and Technology,06/09/1999,59,587,0,59
University of Thessaly,2023-2024,Food Technology,01/09/2005,50,385,0,35
University of Thessaly,2023-2024,Agricultural Technologists,03/06/2013,117,572,0,132
University of Thessaly,2023-2024,Physiotherapy,22/08/1994,36,449,0,28
University of Ioannina,2023-2024,Early Childhood Care and Education,01/10/2018,123,442,123,442
University of Ioannina,2023-2024,Architectural Engineering,02/10/2009,30,349,58,344
University of Ioannina,2023-2024,Biological Applications and Technologies,06/09/1999,99,983,136,721
University of Ioannina,2023-2024,Agriculture,01/10/2018,42,438,56,438
University of Ioannina,2023-2024,Fine Arts and Art Sciences,11/05/2016,55,831,71,398
University of Ioannina,2023-2024,Medicine,22/07/1977,143,1231,174,898
University of Ioannina,2023-2024,History and Archaeology,18/10/1984,179,1714,95,836
University of Ioannina,2023-2024,Accounting and Finance,01/09/2018,55,563,68,563
University of Ioannina,2023-2024,Speech Therapy,01/10/2018,161,631,167,631
University of Ioannina,2023-2024,Mathematics,14/03/1966,101,2224,46,734
University of Ioannina,2023-2024,Materials Science Engineering,06/09/1999,85,1313,105,743
University of Ioannina,2023-2024,Electronic Computers and Informatics Engineering,10/04/1990,86,1942,102,1272
University of Ioannina,2023-2024,Music Studies,03/08/2018,1,780,165,780
University of Ioannina,2023-2024,Nursing,01/10/2018,197,620,201,619
University of Ioannina,2023-2024,Economic Sciences,20/09/1996,159,1638,237,1175
University of Ioannina,2023-2024,Primary Education Pedagogy,01/09/1982,243,1328,286,971
University of Ioannina,2023-2024,Kindergarten Pedagogy,01/09/1987,257,1556,313,1148
University of Ioannina,2023-2024,Informatics and Telecommunications,03/08/2018,38,940,253,939
University of Ioannina,2023-2024,Philology,18/10/1984,118,1629,113,771
University of Ioannina,2023-2024,Philosophy,03/08/2018,84,574,69,571
University of Ioannina,2023-2024,"Philosophy, Pedagogy and Psychology",18/10/1984,1,825,0,13
University of Ioannina,2023-2024,Physics,12/12/1970,69,1554,35,564
University of Ioannina,2023-2024,Chemistry,06/10/1976,90,1070,166,619
University of Ioannina,2023-2024,Psychology,03/08/2018,118,410,113,375
University of Ioannina,2023-2024,Business Administration,06/09/1999,25,688,0,77
University of Ioannina,2023-2024,Tourism Business and Hospitality Management,27/11/1996,10,217,0,42
University of Ioannina,2023-2024,Folk and Traditional Music,06/09/1999,22,763,0,11
University of Ioannina,2023-2024,Accounting and Finance,03/06/2013,69,1011,0,117
University of Ioannina,2023-2024,Speech Therapy,06/09/1999,25,195,0,39
University of Ioannina,2023-2024,Informatics Engineering,26/05/1998,32,1405,0,118
University of Ioannina,2023-2024,Nursing,24/10/1984,25,351,0,48
University of Ioannina,2023-2024,Preschool Education,24/10/1984,18,130,0,21
University of Ioannina,2023-2024,Agricultural Technologists,25/07/2013,20,891,0,86
University of Crete,2023-2024,Biology,10/09/1976,109,698,126,514
University of Crete,2023-2024,Unknown,01/09/2023,0,31,31,31
University of Crete,2023-2024,Materials Science and Engineering,01/09/2000,53,752,17,292
University of Crete,2023-2024,Computer Science,15/04/1983,108,1667,195,1048
University of Crete,2023-2024,Applied Mathematics,06/09/1999,89,1016,44,478
University of Crete,2023-2024,Medicine,10/09/1976,108,968,127,818
University of Crete,2023-2024,History and Archaeology,15/04/1983,99,1224,53,547
University of Crete,2023-2024,Sociology,27/04/1984,98,1545,171,841
University of Crete,2023-2024,Mathematics,10/09/1976,72,1051,47,466
University of Crete,2023-2024,Economic Sciences,01/09/1987,148,1936,113,1043
University of Crete,2023-2024,Primary Education Pedagogy,07/09/1983,156,1372,204,917
University of Crete,2023-2024,Preschool Education Pedagogy,07/09/1983,163,1451,197,1011
University of Crete,2023-2024,Political Science,01/09/1999,92,1218,142,742
University of Crete,2023-2024,Philology,15/04/1983,85,1126,66,652
University of Crete,2023-2024,Philosophy,01/09/2023,0,172,69,170
University of Crete,2023-2024,Philosophical and Social Studies,15/04/1983,100,1122,7,483
University of Crete,2023-2024,Physics,21/09/1978,102,1117,50,506
University of Crete,2023-2024,Chemistry,15/04/1983,78,727,107,521
University of Crete,2023-2024,Psychology,27/04/1984,127,1063,138,670
University of Macedonia,2023-2024,"Balkan, Slavic and Eastern Studies",20/09/1996,135,1188,188,756
University of Macedonia,2023-2024,International and European Studies,10/04/1990,145,1107,176,769
University of Macedonia,2023-2024,Educational and Social Policy,09/07/1993,206,786,204,698
University of Macedonia,2023-2024,Computer Science and Technology,31/12/2018,55,840,202,840
University of Macedonia,2023-2024,Applied Informatics,10/04/1990,119,722,0,126
University of Macedonia,2023-2024,Accounting and Finance,10/04/1990,288,1520,341,1342
University of Macedonia,2023-2024,Music Science and Art,20/09/1996,61,676,99,514
